gauge_id,start_date_used,end_date_used,n_years,missing_fraction,zero_flow_fraction,tau_acf_days,n_beta_rows,median_beta_all,station_name,drainage_division,river_region,notes,lat_outlet,long_outlet,lat_centroid,long_centroid,map_zone,catchment_area,state_outlet,state_alt,daystart,daystart_P,daystart_Q,nested_status,next_station_ds,num_nested_within,start_date,end_date,prop_missing_data,q_uncert_unique_curves,q_uncert_rmse_all,q_uncert_rmse_lower,q_uncert_rmse_upper,q_uncert_days_above,q_uncert_Q_above,p_mean,pet_mean,aridity,p_seasonality,frac_snow,high_prec_freq,high_prec_dur,high_prec_timing,low_prec_freq,low_prec_dur,low_prec_timing,sig_mag_BaseMag,sig_mag_BFI,sig_mag_Q_7_day_max,sig_mag_Q_7_day_min,sig_mag_Q_CoV,sig_mag_Q_mean,sig_mag_Q_skew,sig_mag_Q_var,sig_mag_Q5,sig_mag_Q95,sig_mag_VarIdx,sig_freq_high_Q_freq,sig_freq_low_Q_freq,sig_freq_zero_Q_freq,sig_dur_RespTime,sig_dur_high_Q_dur,sig_dur_low_Q_dur,sig_dur_zero_Q_dur,sig_timing_HFD_mean,sig_timing_HFI_mean,sig_roc_AC1,sig_roc_AC1_low,sig_roc_BaseRecesK,sig_roc_FDC_slope,sig_roc_FlashIdx,sig_roc_RecesK_early,sig_roc_RecesVarSeasonality,sig_roc_RLD,sig_other_EventRR,sig_other_PeakDistribution,sig_other_PeakDistribution_low,sig_other_QP_elasticity,sig_other_RR_seasonality,sig_other_SnowDayRatio,sig_other_SnowStorage,sig_other_Spearmans_rho,sig_other_StorageFromBase,sig_other_TotalRR,sig_other_ratio_Event_TotalRR,geol_prim,geol_prim_prop,geol_sec,geol_sec_prop,unconsoldted,igneous,silicsed,carbnatesed,othersed,metamorph,sedvolc,oldrock,claya,clayb,sanda,solum_thickness,ksat,solpawhc,elev_min,elev_max,elev_mean,elev_range,mean_slope_pct,upsdist,strdensity,strahler,elongratio,relief,reliefratio,mrvbf_prop_0,mrvbf_prop_1,mrvbf_prop_2,mrvbf_prop_3,mrvbf_prop_4,mrvbf_prop_5,mrvbf_prop_6,mrvbf_prop_7,mrvbf_prop_8,mrvbf_prop_9,confinement,lc01_extracti,lc03_waterbo,lc04_saltlak,lc05_irrcrop,lc06_irrpast,lc07_irrsuga,lc08_rfcropp,lc09_rfpastu,lc10_rfsugar,lc11_wetlands,lc14_tussclo,lc15_alpineg,lc16_openhum,lc18_opentus,lc19_shrbsca,lc24_shrbden,lc25_shrbope,lc31_forclos,lc32_foropen,lc33_woodope,lc34_woodspa,lc35_urbanar,prop_forested,nvis_grasses_n,nvis_grasses_e,nvis_forests_n,nvis_forests_e,nvis_shrubs_n,nvis_shrubs_e,nvis_woodlands_n,nvis_woodlands_e,nvis_bare_n,nvis_bare_e,nvis_nodata_n,nvis_nodata_e,distupdamw,impound_fac,flow_div_fac,leveebank_fac,infrastruc_fac,settlement_fac,extract_ind_fac,landuse_fac,catchment_di,flow_regime_di,river_di,pop_mean,pop_max,pop_gt_1,pop_gt_10,erosivity,anngro_mega,anngro_meso,anngro_micro,gromega_seas,gromeso_seas,gromicro_seas,npp_ann,npp_1,npp_2,npp_3,npp_4,npp_5,npp_6,npp_7,npp_8,npp_9,npp_10,npp_11,npp_12
709010,1985-01-14,2022-02-28,37.125256673511295,0.0,0.866519174041298,1.3614588358020567,125,0.9691379812281417,Turner River at Pincunah (709010),Pilbara-Gascoyne,PORT HEDLAND COAST,No notes,-21.2305,118.8338,-21.39278345,118.9883089,50,885.2,WA,,1600,100,1700,Not nested,,0,19850114,20220228,0.0,13.0,15.21414175,67.34556742,12.79842129,0.014749263,8.338114268,0.986021,5.031103,5.102432,0.994745,0.0,16.944263,1.564315,djf,326.72315,16.284498,son,0.073383164,0.123082978,92.47251339,0.0,13.88771676,0.091290844,29.95463026,1.607371064,0.0,0.15871108,0.0,0.133480826,0.907817109,0.866519174,1,26.61764706,138.3146067,170.2898551,292.5,40.0,0.36270503,0.72546054,0.199562692,,1.032613146,0.66156871,5.787986467,0.608069164,0.033940424,-5.57867962,-2.110714727,1.655634438,3.545322517,0.0,86.6472096,-0.820726166,114.0231301,0.073376639,0.462550815,IGNEOUS,0.5051568,SEDVOLC,0.3320557,0.08234687,0.5051568,0.0,0.0,0.01362426,0.06681667,0.3320557,0.9176533,21.0,62.0,52.0,0.748378622,100.0,84.14593,178,479.8633,271.1204,301.8633,5.04,59.75305,0.85797,5,0.571038,0.324493,0.005172,0.3366,0.0363,0.097,0.1669,0.0731,0.1472,0.1429,0.0,0.0,0.0,0.03,0.0,2e-05,0.00048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.13656,0.00015,0.70014,0.04846,0.11188,0.0,0.0,0.00228,5e-05,0.0,0.00233,43.99439,43.99439,0.0,0.0,0.0,0.0,56.00563,56.00563,0.0,0.0,0.0,0.0,59.75305,0.0,0.0,0,0.243243,0.0,0.0,0.5,0.165759,0.0,0.08288,0.008494,0.011667,0.0,0.0,2187.397,0.094965,0.034406,0.000644,102.8296,95.79136,254.427,0.284886,0.024882,0.03435,0.035111,0.031465,0.038684,0.043167,0.034088,0.022842,0.001046,0.001094,0.002054,0.015295
A5030502,1969-03-29,2022-02-28,52.92265571526352,0.0036213140196585617,0.03888888888888889,6.466240327722821,125,1.2331150772505537,Scott Creek at Scott Bottom (A5030502),South Australian Gulf,ONKAPARINGA RIVER,No notes,-35.099167,138.673889,-35.06564989,138.6966074,54,26.8,SA,,1430,2330,1400,Not nested,,0,19690329,20220228,0.003621314,5.0,543.0667372,16679.58161,443.9336439,0.010346611,1.144141078,2.383682,3.282101,1.376904,-0.699252,0.0,21.456741,1.275107,jja,254.011136,5.715615,djf,0.352144598,0.317859478,85.90352239,0.0,3.166212303,0.361260092,11.87024966,1.308338254,0.00322388,1.39916418,0.676559858,0.108566978,0.486604361,0.038888889,1,5.038554217,24.72823219,11.01470588,135.9607843,53.45098039,0.627949977,0.554785379,0.148796444,-5.110138639,0.540668549,0.222352928,3.162405079,0.596110542,0.110061681,-6.887108961,-4.226158757,2.437592958,0.483647066,0.0,506.5262286,-0.85569615,283.6849268,0.154244945,0.713551302,SILICSED,1.0,UNCONSOLDTED,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,28.25,55.25,47.5,0.585853533,254.0107,72.73262,211,497.2729,342.1469,286.2729,15.34,11.49988,1.004279,2,0.533559,0.479466,0.025914,0.7602,0.1393,0.0935,0.007,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00638,0.00162,0.0,0.00016,0.01395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6792,0.29809,0.0,0.00065,0.0,0.97794,0.0,0.0,5.346524,5.346524,0.0,0.0,94.65349,43.90372,0.0,0.0,0.0,50.74978,11.49988,0.0,0.0,0,0.08,0.032,1.0,0.533875,0.335001,0.082283,0.208642,41.29253,335.9205,1.0,0.985027,897.415,0.046136,0.29908,0.384995,93.74171,68.54685,82.4623,3.553844,0.209178,0.136783,0.301808,0.304972,0.24324,0.197326,0.235521,0.332404,0.422257,0.479245,0.373421,0.327927
A5040517,1976-10-09,2006-06-25,29.711156741957563,0.0574087725764836,0.0,11.708293125878319,125,1.997660707763766,First Creek at Waterfall Gully (A5040517),South Australian Gulf,TORRENS RIVER,No notes,-34.970278,138.681111,-34.97907891,138.6971126,54,5.1,SA,,1430,2330,1400,Not nested,,0,19761009,20060625,0.057408773,,,,,,,2.724116,3.239968,1.189365,-0.70401,0.0,21.447752,1.275936,jja,251.682986,5.703606,djf,0.493475298,0.423366861,76.34868628,0.14823568,2.274516161,0.472058453,6.144793844,1.152841526,0.04249137,2.1572549,0.415564167,0.085443347,0.324176361,0.0,1,7.048387097,12.01449275,0.0,127.55,64.55,0.868521407,0.735555738,0.102519591,-2.65819047,0.290008461,0.149307346,2.18189729,0.522073483,0.103947752,-5.454109878,-2.078674065,2.112689008,0.663207393,0.0,595.3418071,-0.930472643,292.5217644,0.173643035,0.598628974,SILICSED,1.0,UNCONSOLDTED,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,21.625,52.925,60.775,0.899999976,100.0,87.23183,278,724.7574,443.1222,446.7574,25.51,6.617454,0.678037,1,0.515796,0.453459,0.077871,0.9225,0.0596,0.0179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16722,0.77257,0.0,0.01674,0.0435,0.95653,0.0,0.0,5.70855,5.70855,0.0,0.0,94.29146,68.51122,0.0,0.0,0.0,25.78022,6.617454,0.0,0.0,0,0.297959,0.164828,1.0,0.124332,0.269128,0.0,0.134564,68.29395,356.902,1.0,1.0,1083.879,0.045258,0.295224,0.399328,98.00034,70.01308,79.76571,3.839434,0.236317,0.155541,0.342882,0.336854,0.259815,0.206671,0.245328,0.341441,0.438299,0.506289,0.412633,0.367848
A5040523,1977-11-12,2022-02-28,44.2984257357974,0.03868974042027194,0.012922720843512923,8.294085495855853,125,1.5006652491689854,Sixth Creek at Castambul (A5040523),South Australian Gulf,TORRENS RIVER,No notes,-34.873056,138.754444,-34.91996662,138.7697809,54,43.5,SA,,1430,2330,1400,Not nested,,0,19771112,20220228,0.03868974,,,,,,,2.511363,3.274565,1.3039,-0.709353,0.0,22.157883,1.306306,jja,254.631377,5.912544,djf,0.394230079,0.412843481,125.0465057,0.0,2.832422587,0.449254419,10.69467117,1.619201185,0.01374713,1.6174023,0.485761885,0.063649222,0.338369551,0.012922721,1,4.090909091,18.66312057,11.82352941,137.425,63.725,0.710140163,0.723143184,0.079630541,-3.294060519,0.419117375,0.180137815,2.7684759,0.552911094,0.109738846,-5.62618622,-3.079053671,2.313610871,0.792862989,0.0,535.1444354,-0.843522886,352.9462036,0.183658343,0.597516258,SILICSED,0.9798208,METAMORPH,0.02017894,0.0,0.0,0.9798208,0.0,0.0,0.02017894,0.0,1.0,29.0,56.0,46.0,0.899999976,100.0,88.0,171,599.9152,433.2445,428.9152,27.55,15.91201,0.888037,3,0.491616,0.592016,0.025674,0.8747,0.0745,0.0477,0.0031,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.03091,0.01157,0.0,0.0,0.0082,0.0,0.0,0.00387,0.0,0.0,0.0015,0.002,0.0,0.0,0.79086,0.14615,0.0,0.00506,0.0,0.94207,0.0,0.0,0.296536,0.296536,0.0,0.0,99.70347,45.24306,0.0,0.0,0.0,54.46038,15.91201,0.0,0.0,0,0.317647,0.047059,1.0,0.350552,0.347381,0.044177,0.195779,38.69637,507.3627,1.0,0.678972,1416.281,0.043654,0.287378,0.400809,100.0321,73.91709,79.65759,3.790814,0.219325,0.135791,0.324834,0.326824,0.260479,0.213113,0.253511,0.348288,0.449525,0.517451,0.401901,0.351549
A5050517,1977-06-24,2022-02-28,44.68446269678302,0.018442497395992893,0.31566791510611736,6.011778211536017,125,0.7201856674273766,North Para River at Penrice (A5050517),South Australian Gulf,GAWLER RIVER,No notes,-34.463333,139.058333,-34.5530708,139.0743905,54,116.3,SA,,1430,2330,1400,Not nested,,0,19770624,20220228,0.018442497,1.0,70.89820406,21.7567553,68.55030093,0.0,0.0,1.590499,3.38402,2.127647,-0.622076,0.0,22.157883,1.283854,jja,277.130842,6.887846,djf,0.070492577,0.178549956,46.58170938,0.0,6.48722182,0.100577036,23.21408281,0.425711287,0.0,0.36476698,0.913566173,0.334144819,0.763046192,0.315667915,1,43.16935484,76.88050314,35.86524823,147.9705882,34.05882353,0.429246918,0.645197017,0.197311069,-6.976986369,0.778353757,0.239506072,2.838062188,0.5799294,0.051130729,-10.21447406,-6.619273334,3.769618416,0.608043075,0.0,363.7889364,-0.903889271,100.9562768,0.064482782,0.792936149,METAMORPH,0.504204,SILICSED,0.1985798,0.0,0.07213489,0.1985798,0.1858998,0.0391815,0.504204,0.0,0.1985798,20.0,53.39286,61.57143,0.823291101,113.9523,74.43352,300,577.7806,406.4745,277.7806,6.35,26.75148,0.916126,4,0.464637,0.393587,0.01056,0.5214,0.0892,0.2263,0.1575,0.0056,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.07362,0.00165,0.0,0.10269,0.76011,0.0,0.001,0.01918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00305,0.0,0.03874,0.0,0.04179,0.170355,0.170355,0.0,0.0,0.013108,0.013108,99.81653,3.278459,0.0,0.0,0.0,96.53808,26.75148,0.0,0.0,0,0.155556,0.119149,1.0,0.607048,0.40887,0.269759,0.339314,5.410332,9.73365,1.0,0.0,681.1272,0.037373,0.22866,0.371176,101.1936,79.9024,88.88537,2.760327,0.074456,0.051272,0.109393,0.129184,0.155022,0.190424,0.26189,0.394688,0.510281,0.496083,0.264567,0.13403
A5060500,1971-09-16,2022-02-28,50.455852156057496,0.015681805849476368,0.04586549062844542,2.8254276738929494,125,0.6859857730829334,Wakefield River at Near Rhynie (A5060500),South Australian Gulf,WAKEFIELD RIVER,No notes,-34.13,138.63,-34.00777489,138.7102772,54,492.6,SA,,1430,2330,1400,Not nested,,0,19710916,20220228,0.015681806,8.0,1359.762964,56102.09476,1023.417678,0.086819686,24.18746036,1.474735,3.497137,2.371366,-0.56438,0.0,22.319685,1.282541,jja,278.308401,6.871061,djf,0.022879679,0.256559969,61.54605792,0.0,12.02080903,0.038655703,55.37422879,0.215920837,0.0001754,0.06963494,0.472952438,0.05893054,0.5792172,0.045865491,1,7.475524476,28.24462366,24.47058824,158.8604651,71.37209302,0.304362994,0.350107245,0.117974397,-2.696647213,0.847546806,0.103111396,2.425793082,0.516944172,0.019500665,-4.875199923,-2.458850498,3.244510972,0.902596098,0.0,339.8686871,-0.76923226,176.6123184,0.026422507,0.738032372,SILICSED,0.9830426,UNCONSOLDTED,0.01695763,0.01695763,0.0,0.9830426,0.0,0.0,0.0,0.0,0.9830426,28.5,58.375,47.5,0.987348576,95.71255,60.00109,231,602.752,369.8126,371.752,6.6,50.44873,0.875726,4,0.500634,0.44888,0.008378,0.5084,0.0685,0.2002,0.1956,0.0154,0.0111,0.0008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.01133,0.0,0.0,0.5509,0.32985,0.0,4e-05,0.0226,0.0,0.0,0.00015,2e-05,0.0,0.0,0.00022,0.03117,0.00011,0.05235,0.0011,0.08385,0.214177,0.214177,0.0,0.0,0.031936,0.031936,99.75388,8.558341,0.0,0.0,0.0,91.17637,50.44873,0.0,0.0,0,0.285714,0.067568,0.0,0.760557,0.414076,0.150556,0.282316,2.553373,188.6344,1.0,0.003325,510.7712,0.032836,0.194854,0.309773,87.89523,77.58873,99.32417,2.805571,0.05775,0.035864,0.076851,0.100138,0.132093,0.175824,0.256817,0.424355,0.605304,0.575499,0.27523,0.101263
A5070500,1969-07-05,2022-02-28,52.65434633812457,0.018146838602329452,0.5798866705502304,4.904630815507731,125,1.257811394540163,Hill River at near Andrews (A5070500),South Australian Gulf,BROUGHTON RIVER,No notes,-33.61,138.63,-33.7593792,138.6766017,54,237.0,SA,,1430,2330,1400,Level 1,A5070503,0,19690705,20220228,0.018146839,2.0,5.986771331,25.54684131,5.423120967,0.010399334,3.028860776,1.457545,3.526662,2.41959,-0.576476,0.0,22.014059,1.330255,jja,277.86794,7.434343,djf,0.022700649,0.183622814,40.456152,0.0,8.089368375,0.042861352,19.36033073,0.120215637,0.0,0.11011453,0.623848244,0.420113329,0.761372663,0.579886671,1,93.32941176,107.2910448,116.4893617,157.1463415,42.68292683,0.528795516,0.305278887,0.178145242,,0.821158486,0.15658689,2.608851891,0.535840188,0.022635519,-9.509958592,-7.30536292,3.795238268,0.578340645,0.0,342.9438639,-0.873568013,114.2935182,0.028973308,0.781254223,SILICSED,0.9108848,UNCONSOLDTED,0.07879411,0.07879411,0.0,0.9108848,0.0,0.01032099,0.0,0.0,0.9108848,24.33621,55.68103,49.0431,0.972634586,89.88371,61.31229,321,610.242,415.5955,289.242,5.1,43.92311,0.851327,4,0.402804,0.339037,0.006705,0.4447,0.048,0.176,0.2346,0.0622,0.0345,0.0,0.0,0.0,0.0,0.46,0.0,0.0007,0.0,0.01307,0.0,0.0,0.7126,0.24992,0.0,0.0,0.00955,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0002,0.0,0.01392,0.0,0.01412,0.013065,0.013065,0.0,0.0,0.065276,0.065276,99.92166,1.513169,0.0,0.0,0.0,98.40849,43.92311,0.0,0.0,0,0.219277,0.061719,0.0,0.901367,0.427101,0.114685,0.270893,1.738047,3.00541,0.844113,0.0,549.3106,0.032169,0.187924,0.313033,90.89043,81.46168,98.45821,2.842043,0.048879,0.029184,0.056635,0.074124,0.104778,0.171732,0.261791,0.458402,0.656897,0.619006,0.280715,0.091827
A5070503,1972-05-21,2022-02-28,49.776865160848736,0.034101534569055604,0.0022208302488468767,6.281182492803743,125,1.434994583316627,Broughton River at Mooroola (A5070503),South Australian Gulf,BROUGHTON RIVER,No notes,-33.5331,138.5181,-33.51312846,138.6954477,54,2538.0,SA,,1430,2330,1400,Not nested,,1,19720521,20220228,0.034101535,3.0,41.99780721,71.68382402,32.89075094,0.181508168,19.4382229,1.290422,3.500292,2.712519,-0.524055,0.0,21.780345,1.318281,jja,285.364765,7.948423,djf,0.018168794,0.37781083,15.70935334,0.0,5.880887686,0.026699827,21.54728417,0.024654867,0.00142978,0.06621223,0.354159802,0.050908263,0.332213427,0.00222083,1,6.251748252,28.04807692,13.0,163.9189189,88.18918919,0.570492111,0.551398666,0.133358844,-1.993814468,0.537316883,0.066879102,1.627005142,0.424044586,0.013136416,-4.831218654,-2.496321192,2.315546533,0.836728391,0.0,300.2326358,-0.819148424,162.0727106,0.020162999,0.651511036,SILICSED,0.753758,UNCONSOLDTED,0.2417246,0.2417246,0.0,0.753758,0.0,0.00451692,0.0,0.0,0.753758,24.0,46.0,53.0,0.985161091,96.3245,59.87901,196,813.2857,457.0247,617.2857,6.04,88.77768,0.785691,5,0.631051,0.416268,0.006875,0.4624,0.0573,0.1708,0.182,0.0754,0.0476,0.0045,0.0,0.0,0.0,1.0,0.0,0.0004,0.0,0.00445,0.0,0.0,0.74595,0.18051,0.0,8e-05,0.03176,0.0,0.0,0.00401,0.00052,0.0,0.0001,0.00021,0.00738,0.0003,0.02252,0.0018,0.03041,35.09176,0.755644,0.10471,0.10471,0.303419,0.303419,64.50008,1.611299,0.0,0.0,0.0,83.0092,88.77768,0.0,0.0,0,0.171429,0.0,0.0,0.589286,0.433167,0.355103,0.394135,2.816835,1244.971,0.341701,0.006403,495.3278,0.029375,0.161782,0.283694,92.90704,74.04423,100.0306,2.539804,0.047962,0.029596,0.051293,0.071345,0.099428,0.148195,0.23461,0.403577,0.579556,0.56113,0.237652,0.086435
A5090503,1977-09-20,2022-02-28,44.4435318275154,0.037824185301546236,0.43818426275689865,0.8402920152265827,125,0.9280316877335335,Kanyaka Creek at Old Kanyaka Ruins (A5090503),South Australian Gulf,LAKE TORRENS-MAMBRAY COAST,No notes,-32.09,138.29,-31.98328683,138.3409024,54,186.7,SA,,1430,2330,1400,Not nested,,0,19770920,20220228,0.037824185,2.0,9.602534813,421.7226577,8.798621674,0.123205815,64.60651949,0.796284,3.624616,4.551916,-0.188256,0.0,19.955578,1.365314,jja,321.752233,12.432789,mam,0.001876733,0.125624395,21.93680348,0.0,22.86512339,0.010049835,43.01025973,0.052803774,0.0,0.00324016,0.115540697,0.01856713,0.65177028,0.438184263,1,3.020833333,29.08571429,59.0,173.1891892,84.67567568,0.310998332,0.096384944,0.151264709,,1.33685279,0.194842735,2.495999129,0.838247683,0.008375044,-4.627865189,-1.01599303,2.031339002,2.966264282,0.0,159.6632554,-0.9423788,12.1389567,0.012397695,0.675532387,CARBNATESED,0.5522174,UNCONSOLDTED,0.2595092,0.2595092,0.0,0.1882728,0.5522174,0.0,0.0,0.0,0.1882728,42.0,62.0,37.0,0.411289676,29.04903,60.85587,272,662.8054,381.542,390.8054,8.03,30.75009,0.822003,3,0.488378,0.341114,0.013882,0.5023,0.0439,0.1409,0.2176,0.0708,0.0245,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00073,0.00016,0.0,0.0,0.09341,0.0,0.01286,0.11914,0.53536,0.08891,0.03393,0.0,0.0,0.10667,0.00879,0.0,0.11546,3.314354,3.314354,0.0,0.0,83.24069,35.99554,13.44494,13.44494,0.0,0.0,0.0,0.0,30.75009,0.0,0.0,0,0.326087,0.0,0.0,0.719318,0.356388,0.0,0.178194,0.065419,0.071039,0.0,0.0,391.7156,0.048487,0.112751,0.108936,100.2002,25.85897,118.5162,1.283108,0.036558,0.034024,0.053081,0.062225,0.089827,0.112515,0.172538,0.251941,0.236817,0.132881,0.056268,0.049801
A5130501,1973-06-07,2022-02-28,48.73100616016427,0.01876509916287432,0.22851417119954195,14.045498321982107,125,1.6053738305702974,Rocky River upstream Gorge Falls (A5130501),South Australian Gulf,KANGAROO ISLAND,No notes,-35.955,136.697778,-35.87467584,136.7835566,53,190.5,SA,,1430,2330,1400,Not nested,,0,19730607,20220228,0.018765099,3.0,282.5792438,5039.084827,235.8878946,0.011236586,1.039654792,1.995224,3.047076,1.527185,-0.768851,0.0,19.946589,1.2797,jja,245.103038,5.328708,djf,0.290385876,0.462646487,38.38790552,0.0,2.803531668,0.192301843,11.04768059,0.290655018,0.0,0.8168315,0.646824221,0.143429717,0.498539937,0.228514171,1,9.209558824,45.34895833,59.56716418,142.4444444,52.33333333,0.712793097,0.164731813,0.089012085,-6.777636732,0.363275373,0.175303096,4.403110313,0.412848485,0.065576274,-5.187945725,-4.135576042,3.293552056,0.701512145,0.0,489.8507212,-0.892202963,264.307367,0.096479275,0.679692858,UNCONSOLDTED,0.8422845,METAMORPH,0.08399013,0.8422845,0.00873033,0.06499504,0.0,0.0,0.08399013,0.0,0.0,15.31429,43.25,69.95,0.678651151,152.4647,77.26311,48,308.3226,167.1339,260.3226,4.66,35.10992,0.617897,4,0.451665,0.470278,0.007591,0.4931,0.0569,0.2205,0.2134,0.0119,0.0042,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00052,0.01632,0.0,0.00915,0.00358,0.0076,0.00282,0.00022,0.39599,0.45705,0.00243,0.1043,0.0,0.95977,0.0,0.0,0.379999,0.379999,0.182105,0.182105,99.43789,98.50292,0.0,0.0,0.0,0.934972,35.10992,0.0,0.0,0,0.114286,0.003397,0.0,0.007072,0.010777,0.0,0.005389,0.160923,0.160923,0.0,0.0,591.2116,0.035323,0.328858,0.376935,71.53242,54.34696,83.20312,4.746757,0.249983,0.167929,0.433298,0.441801,0.36694,0.298223,0.351319,0.49291,0.595306,0.591551,0.390436,0.382578
201001,1957-03-04,2022-02-28,64.99110198494182,0.015797455556491702,0.0012840816675940589,3.7298550669629735,125,1.0899854192519796,Oxley River at Eungella (201001),South East Coast (NSW),TWEED RIVER,No notes,-28.3553,153.292,-28.35741332,153.1906109,56,214.8,NSW,,1400,2300,2300,Not nested,,0,19570304,20220228,0.015797456,14.0,35.60624139,12.70086415,23.96086626,0.004212655,0.983480297,4.306519,3.979062,0.923963,0.575189,0.0,17.294834,1.51139,djf,227.331787,5.167552,jja,0.753755405,0.225434911,974.4585578,0.0,4.872884221,1.758284717,18.84248073,73.40921637,0.03700559,5.90306699,0.519400791,0.088944057,0.493686598,0.001284082,1,4.537117904,18.72402597,7.5,225.0,134.0192308,0.503440529,0.685175585,0.1296751,-3.762664603,0.639597592,0.278374066,1.936742098,0.491514253,0.207319222,-6.446736699,-5.690228347,1.990205943,0.8629766,0.0,291.1534383,-0.880580595,194.9288062,0.407557201,0.508687424,IGNEOUS,0.4778484,OTHERSED,0.4016777,0.00741829,0.4778484,0.1130554,0.0,0.4016777,0.0,0.0,0.0,32.7,50.0,52.3,1.027200895,180.0882,159.3375,49,1148.628,288.6667,1099.628,28.74,26.94955,1.093358,4,0.615382,0.239595,0.041965,0.803,0.0748,0.072,0.0452,0.005,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00401,0.01635,0.0,0.00057,0.21391,0.0,0.0,0.00055,0.0,0.0,0.0,0.0,0.0,0.0,0.74981,0.01372,0.0,0.0,0.0011,0.76353,0.173223,0.173223,98.02501,49.10313,0.0,0.0,0.731695,0.731695,1.022805,1.022805,0.047255,48.43398,26.94955,0.0,0.0,0,0.152381,0.088889,0.0,0.547962,0.213413,0.043035,0.128224,6.376148,370.5662,1.0,0.090194,8236.641,0.328406,0.722919,0.25446,78.75409,20.38966,124.9175,9.523171,1.039108,0.915989,0.914342,0.75544,0.610449,0.554502,0.602134,0.661367,0.601661,0.813426,0.953581,1.09016
203005,1971-07-02,2022-02-28,50.66392881587954,0.006592812753309916,0.0,5.150449178516892,125,1.3014202110426651,Richmond River at Wiangaree (203005),South East Coast (NSW),RICHMOND RIVER,No notes,-28.5065,152.9658,-28.41175616,152.8992232,56,702.5,NSW,,1400,2300,2300,Not nested,,0,19710702,20220228,0.006592813,111.0,15.04336936,15.62633457,11.78260775,0.059443394,6.846536765,3.365264,3.938554,1.170355,0.57348,0.0,18.508349,1.442887,djf,237.552279,5.487334,jja,0.401512176,0.302783985,451.213878,0.04058421,4.483713006,0.8921194,16.70006389,16.00005885,0.03652578,2.78223121,0.4557892,0.069847141,0.422129141,0.0,1,4.102236422,18.43230404,0.0,207.0217391,150.8478261,0.561409883,0.533782204,0.0950194,-3.222383259,0.583142313,0.258189233,1.812378236,0.476557978,0.130825909,-6.35085149,-4.234547088,2.46611898,0.679218535,0.0,261.5434327,-0.80343717,217.6924142,0.265888072,0.492033763,IGNEOUS,0.7726882,OTHERSED,0.1581703,0.03983726,0.7726882,0.02930242,0.0,0.1581703,0.0,0.0,0.0,41.375,57.83333,40.875,1.14274305,167.7158,149.0703,75,1119.222,387.0346,1044.222,28.4,54.43389,0.809438,5,0.554134,0.305861,0.019378,0.8583,0.0675,0.0453,0.0262,0.0027,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00378,0.00979,0.0002,0.00168,0.0592,0.0,0.0,0.00012,0.0,0.0,0.0,0.0,0.0,0.0,0.88359,0.04159,0.0,6e-05,0.0,0.92524,0.0,0.0,96.42183,73.31727,0.007132,0.007132,2.757854,2.750716,0.660879,0.660879,0.102316,22.01078,54.43389,0.0,0.0,0,0.512,0.4,1.0,0.655313,0.13206,0.031125,0.081592,1.531062,63.69026,0.676511,0.001902,4471.617,0.273324,0.635177,0.268129,85.56659,26.28688,119.8183,8.863647,0.955049,0.900813,0.853509,0.74611,0.634517,0.539214,0.59133,0.54648,0.462568,0.716196,0.87261,1.031385
